adcode,name,lon,lat,province_adcode,suggestion_count,density,sample_hotels
150700,呼伦贝尔市,119.758168,49.215333,150000,0,0,
150800,巴彦淖尔市,107.416959,40.757402,150000,0,0,
150900,乌兰察布市,113.114543,41.034126,150000,6,1-9,乌兰察布站达尔登大道亚朵酒店；乌兰察布维多利广场建设路亚朵酒店；小桔充电充电站(乌兰绿能亚朵酒店充电站)；乌兰察布高铁站亚朵酒店-地上停车场；乌兰察布高铁站亚朵酒店地上停车场-出入口；牧云吉内蒙特产超市(亚朵酒店民建路店)
152200,兴安盟,122.070317,46.076268,150000,0,0,
152500,锡林郭勒盟,116.090996,43.944018,150000,3,1-9,锡林浩特杭盖路亚朵酒店；锡林浩特杭盖路亚朵酒店(润宇商业广场店)地上停车场-出入口；锡林浩特杭盖路亚朵酒店(润宇商业广场店)-地上停车场
152900,阿拉善盟,105.706422,38.844814,150000,0,0,
210100,沈阳市,123.429096,41.796767,210000,10,10+,沈阳浑南区沈抚大道亚朵酒店；沈阳中德产业园沈辽路亚朵酒店；沈阳长白岛亚朵酒店；沈阳浑南奥体中心亚朵酒店；沈阳太原街民主广场亚朵酒店；沈阳南塔文化路亚朵酒店；沈阳站医大一院亚朵酒店；沈阳青年大街金廊亚朵酒店；沈阳中街故宫玫瑰亚朵酒店；沈阳和平大街方型广场亚朵酒店
210200,大连市,121.618622,38.91459,210000,10,10+,亚朵酒店(大连瓦房店市政府世纪广场店)；大连旅顺口中心广场亚朵酒店；大连开发区古耕亚朵酒店；大连中山广场亚朵酒店；大连机场迎客路亚朵酒店；大连高新万达广场海事大学亚朵酒店；大连开发区金马路亚朵酒店；大连火车站青泥洼桥地铁站亚朵酒店；大连星海广场圣亚海洋世界亚朵轻居酒店；大连庄河黄海广场延安路亚朵酒店
210300,鞍山市,122.995632,41.110626,210000,1,1-9,鞍山站人民公园亚朵酒店
210400,抚顺市,123.921109,41.875956,210000,1,1-9,抚顺南站罕王亚朵酒店
210500,本溪市,123.770519,41.297909,210000,1,1-9,本溪亚朵酒店有限公司(地工路精选分店)
210600,丹东市,124.383044,40.124296,210000,4,1-9,丹东万达广场安东老街亚朵酒店；丹东火车站鸭绿江断桥亚朵酒店；丹东火车站鸭绿江断桥亚朵酒店(滨江中路店)-门前停车场；特来电充电站(特来电丹东亚朵酒店万达店充电站)
210700,锦州市,121.135742,41.119269,210000,7,1-9,锦州渤海大学市府广场亚朵酒店；锦州古塔北京路亚朵酒店；锦州中央大街解放路亚朵酒店；亚朵酒店-停车场；云快充汽车充电站(盛博安超充亚朵酒店站)；亚朵民宿(重庆路分店)；星星充电充电站(亚朵酒店站)
210800,营口市,122.235151,40.667432,210000,1,1-9,亚朵温泉别墅(思拉堡温泉小镇店)
210900,阜新市,121.648962,42.011796,210000,1,1-9,亚朵SELF酒店公寓(银座店)
211000,辽阳市,123.18152,41.269402,210000,2,1-9,辽阳万达广场亚朵酒店；亚朵酒店大堂
211100,盘锦市,122.06957,41.124484,210000,0,0,
211200,铁岭市,123.844279,42.290585,210000,0,0,
211300,朝阳市,120.451176,41.576758,210000,1,1-9,朝阳客运站友谊大街亚朵酒店
211400,葫芦岛市,120.856394,40.755572,210000,0,0,
220100,长春市,125.3245,43.886841,220000,10,10+,亚朵酒店(长春人民大街市政府店)；长春国际会展中心生态广场亚朵酒店；长春会展中心东南湖大路亚朵酒店；长春硅谷大街中商世界里亚朵酒店；长春东方广场佳泰亚朵酒店；长春西湖大路车城万达亚朵酒店；长春光谷大街欧亚卖场亚朵S酒店；长春高新栖乐荟硅谷大街亚朵酒店；长春解放大路吉大一院亚朵酒店；长春红旗街这有山亚朵酒店
220200,吉林市,126.55302,43.843577,220000,1,1-9,亚朵酒店(吉林市政府北京路店)
220300,四平市,124.370785,43.170344,220000,1,1-9,四平中央东路万达广场亚朵酒店
220400,辽源市,125.145349,42.902692,220000,0,0,
220500,通化市,125.936501,41.721177,220000,3,1-9,梅河口东北不夜城海龙湖亚朵酒店；梅河口东北不夜城海龙湖亚朵酒店-地上停车场；梅河口东北不夜城海龙湖亚朵酒店地上停车场-出入口
220600,白山市,126.427839,41.942505,220000,0,0,
220700,松原市,124.823608,45.118243,220000,0,0,
220800,白城市,122.841114,45.619026,220000,0,0,
222400,延边朝鲜族自治州,129.513228,42.904823,220000,7,1-9,延吉延边大学网红墙梨花路亚朵酒店；延吉百货大楼西市场亚朵X酒店；长白山二道白河云顶市集亚朵酒店；珲春欧式街新安路亚朵酒店；长白山北坡集散中心二道白河亚朵酒店；延吉百货大楼西市场亚朵X酒店大堂；能效邻里共享汽车充电站(亚朵充电站)
230100,哈尔滨市,126.642464,45.756967,230000,10,10+,亚朵酒店(哈尔滨站省博物馆店)；哈尔滨医大一院南岗区政府亚朵酒店；哈尔滨冰雪大世界融创茂亚朵酒店；哈尔滨会展中心红旗大街亚朵酒店；哈尔滨冰雪大世界龙川路地铁站亚朵酒店；哈尔滨中央大街亚朵酒店；哈尔滨会展中心农垦亚朵酒店；哈尔滨哈西理工大学地铁站亚朵酒店；哈尔滨索菲亚教堂田地街亚朵酒店；哈尔滨群力丁香公园地铁站亚朵酒店
230200,齐齐哈尔市,123.95792,47.342081,230000,1,1-9,亚朵商务酒店
230300,鸡西市,130.975966,45.300046,230000,0,0,
230400,鹤岗市,130.277487,47.332085,230000,0,0,
230500,双鸭山市,131.157304,46.643442,230000,0,0,
230600,大庆市,125.11272,46.590734,230000,2,1-9,大庆亚朵精品酒店；大庆让胡路区亚朵精品酒店
230700,伊春市,128.899396,47.724775,230000,0,0,
230800,佳木斯市,130.361634,46.809606,230000,2,1-9,亚朵酒店(佳木斯市政府万达广场店)；佳木斯站新玛特亚朵酒店
230900,七台河市,131.015584,45.771266,230000,0,0,
231000,牡丹江市,129.618602,44.582962,230000,1,1-9,牡丹江站东一步行街亚朵酒店
231100,黑河市,127.499023,50.249585,230000,0,0,
231200,绥化市,126.99293,46.637393,230000,0,0,
232700,大兴安岭地区,124.711526,52.335262,230000,0,0,
310000,上海市,121.4737,31.2304,310000,10,10+,上海陆家嘴浦东南路亚朵酒店；上海闵行工业园亚朵酒店；上海莘庄亚朵酒店；上海新国际博览中心龙阳路亚朵酒店；上海静安大宁国际亚朵酒店；上海南站石龙路亚朵酒店；上海黄浦新天地地铁站亚朵酒店；上海陆家嘴八佰伴亚朵酒店；上海五角场殷高西路地铁站亚朵酒店；上海五角场大柏树亚朵酒店
320100,南京市,118.767413,32.041544,320000,10,10+,南京夫子庙亚朵酒店；南京江宁湖山路亚朵酒店；南京总统府中山东路亚朵酒店；南京奥体国际博览中心亚朵酒店；南京玄武湖玄武门亚朵酒店；南京鼓楼中山北路亚朵酒店；南京江宁航空航天大学亚朵酒店；南京夫子庙银桥亚朵酒店；南京博物院航空航天大学亚朵酒店；南京江宁滨江开发区石刻湖亚朵酒店
320200,无锡市,120.301663,31.574729,320000,10,10+,无锡海岸城市民中心地铁站亚朵酒店；无锡鼋头渚风景区钱荣路亚朵酒店；无锡东站南广场亚朵酒店；无锡鼋头渚风景区梅园太湖新光亚朵酒店；无锡梁溪区惠山古镇景区亚朵酒店；无锡东站映月湖公园地铁站亚朵酒店；无锡鼋头渚风景区万象城亚朵酒店；无锡新区长江北路亚朵酒店；无锡滨湖万象汇蠡溪路亚朵酒店；无锡江南大学长广溪地铁站亚朵酒店
320300,徐州市,117.184811,34.261792,320000,10,10+,亚朵酒店(徐州云龙市政府店)；徐州云龙湖珠山景区亚朵酒店；徐州睢宁公园永安路亚朵酒店；徐州彭城广场淮海西路亚朵酒店；徐州东站西广场亚朵酒店；徐州创拓奥梵矿业大学亚朵酒店；邳州东站亚朵酒店(市政府店)；徐州云龙万达广场庆丰路亚朵酒店；徐州彭城广场黄河北路亚朵酒店；徐州彭城广场户部山亚朵酒店
320400,常州市,119.946973,31.772752,320000,10,10+,常州新北亚朵酒店(中华恐龙园店)；常州奥体中心亚朵酒店(环球恐龙城店)；常州武进科教城亚朵酒店；常州火车站南大街亚朵酒店；常州金坛区政府亚朵X酒店；常州钟楼白云路亚朵酒店；溧阳市区高铁站亚朵酒店；常州武进吾悦广场人民中路亚朵酒店；常州春秋淹城武进市民广场亚朵酒店；常州新北薛家亚朵酒店
320500,苏州市,120.619585,31.299379,320000,10,10+,苏州吴中太湖新城亚朵酒店；苏州金鸡湖博览中心亚朵酒店；苏州石路山塘街亚朵酒店；苏州吴江新都汇亚朵酒店；苏州观前街亚朵酒店；苏州木渎古镇风景区寿桃湖亚朵酒店；苏州北寺塔桃花坞大街亚朵酒店；苏州观前街东中市亚朵酒店；苏州独墅湖高教区星湖街亚朵酒店；苏州吴江吾悦广场开平路亚朵酒店
320600,南通市,120.864608,32.016212,320000,10,10+,南通开发区中心亚朵酒店；南通通州金沙亚朵酒店；南通火车站万象城亚朵酒店；南通海门长江路亚朵酒店；南通龙信广场江海大道亚朵酒店；南通星湖101亚朵酒店；南通中央商务区金砖亚朵酒店；南通开发区永旺梦乐城亚朵酒店；海安通海大厦曙光西路亚朵酒店；如东中央广场江海东路亚朵酒店
320700,连云港市,119.178821,34.600018,320000,9,1-9,连云港高铁站亚朵酒店；连云港海州区万达广场亚朵酒店；连云港苏宁广场万润街亚朵酒店；连云港赣榆区政府广场亚朵酒店；连云港海洋大学苍梧路亚朵酒店；连云港政务中心花果山大道亚朵酒店；连云港连云区嘉瑞宝广场亚朵酒店；连云港赣榆万达广场华中路亚朵酒店；连云港徐圩新区政务中心亚朵酒店
320800,淮安市,119.021265,33.597506,320000,10,10+,亚朵酒店(洪泽湖大道店)；淮安苏宁广场大治路亚朵酒店；淮安大学城阳光湖亚朵酒店；亚朵酒店(通甫路店)；淮安宝龙商业街水渡口大道亚朵酒店；淮安经开区迎宾大道亚朵酒店；淮安河下古镇翔宇大道亚朵酒店；盱眙尅街山水大道亚朵酒店；亚朵酒店(盱眙尅街山水大道店)-地下停车场；亚朵淮味餐厅(大治路店)
320900,盐城市,120.139998,33.377631,320000,4,1-9,亚朵酒店(盐城市政府金鹰聚龙湖店)；盐城经开区国际会展中心亚朵酒店；盐城东台望海西路亚朵酒店；盐城大丰新词广场亚朵酒店
321000,扬州市,119.421003,32.393159,320000,9,1-9,扬州万达广场江阳西路亚朵酒店；扬州东关街个园亚朵酒店；扬州瘦西湖维扬路亚朵X酒店；仪征真州万年北路亚朵酒店；扬州邗江蜀冈万达广场亚朵酒店；高邮服装城亚朵酒店；扬州东关街非遗珍宝馆亚朵酒店；扬州东站李宁体育公园亚朵X酒店；扬州瘦西湖文昌中路亚朵酒店
321100,镇江市,119.452753,32.204402,320000,6,1-9,镇江金山寺景区长江路亚朵X酒店；镇江西津渡金山寺风景区亚朵酒店；镇江火车站南徐大道亚朵酒店；南京仙林大道仙林湖地铁站亚朵酒店；丹阳火车站眼镜城亚朵酒店；镇江西津渡金山寺风景区亚朵酒店-大堂
321200,泰州市,119.915176,32.484882,320000,9,1-9,亚朵酒店(泰州市政府梅兰东路店)；泰州老街茂业天地亚朵酒店；泰州老街亚朵酒店；泰州万象城青年南路亚朵酒店；泰州老街柳园亚朵酒店；泰州海陵迎春东路亚朵酒店；靖江吾悦广场中洲路亚朵酒店；泰兴市鼓楼新天地亚朵酒店；兴化戴南新泽路亚朵酒店
321300,宿迁市,118.275162,33.963008,320000,9,1-9,亚朵酒店(宿迁市政府店)；亚朵酒店；宿迁项王故里发展大道亚朵酒店；宿迁苏宿工业园区亚朵酒店；宿迁经开区人民大道亚朵酒店；宿迁西湖路金鹰广场亚朵酒店；亚朵酒店(宿迁工业园区吾悦广场店)；泗阳上海路亚朵酒店(海尚臻品苑店)；亚朵酒店(宿迁工业园区吾悦广场店)-地下停车场
330100,杭州市,120.153576,30.287459,330000,10,10+,杭州西湖河坊街亚朵酒店；杭州西湖湖滨平海路亚朵酒店；杭州西湖文化广场亚朵酒店；杭州浙大城市学院西联桥亚朵酒店；杭州西湖亚朵音乐酒店；杭州西湖区西投银泰城亚朵酒店；杭州西湖科技园池华街亚朵酒店；杭州浙大华家池凤起东路亚朵酒店；杭州滨江奥体亚朵酒店；杭州未来科技城湖畔创研中心亚朵酒店
330200,宁波市,121.549792,29.868388,330000,10,10+,宁波宁海西子国际亚朵酒店；宁波国际会展中心亚朵酒店；宁波国际会展中心文化广场亚朵酒店；宁波机场鄞州大道亚朵酒店；宁波鄞州印象城亚朵酒店；宁波高新区江南路亚朵酒店；宁波天一广场鼓楼地铁站亚朵酒店；宁波象山滨海大道亚朵酒店；宁波老外滩绿地中心亚朵酒店；宁波慈城古镇走马街广场亚朵酒店
330300,温州市,120.672111,28.000575,330000,8,1-9,温州瓯海万象城亚朵酒店；温州印象城市府路亚朵酒店；温州五马街步行街亚朵酒店；温州国际机场奥体中心地铁站亚朵酒店；温州乐清南虹广场旭阳路亚朵酒店；温州南站银泰百货亚朵见野酒店；温州国际机场奥体中心地铁站亚朵酒店(温州国际机场奥体中心地铁站店)-地上停车场；温州南站银泰百货亚朵酒店-地上停车场
330400,嘉兴市,120.750865,30.762653,330000,10,10+,嘉兴海盐经济开发区亚朵酒店；嘉兴南湖世贸中心亚朵酒店；嘉兴南湖天地亚朵酒店；嘉兴南湖八佰伴亚朵酒店；嘉善大众广场世纪大道亚朵酒店；海宁皮革城南关厢亚朵酒店；乌镇新华南路亚朵酒店；海盐吾悦广场海丰西路亚朵酒店；嘉善万联广场世纪大道亚朵酒店；平湖东湖体育馆亚朵酒店
330500,湖州市,120.102398,30.867198,330000,10,10+,湖州南浔古镇亚朵酒店；湖州行政中心太湖路亚朵酒店；湖州织里行政中心亚朵酒店；湖州德清莫干山亚朵酒店；湖州长兴利时广场中央大道亚朵酒店；安吉万象世界体育馆路亚朵酒店；湖州吴兴东部新城亚朵酒店；湖州东吴银泰城南街亚朵酒店；德清站天安云谷亚朵酒店；安吉九州昌硕广场亚朵见野酒店
330600,绍兴市,120.582112,29.997117,330000,9,1-9,绍兴鲁迅故里亚朵酒店；绍兴柯桥轻纺城亚朵酒店；绍兴柯桥滨海商业中心亚朵酒店；绍兴鲁迅故里大悦城亚朵酒店；绍兴新昌海创大厦新北路亚朵酒店；绍兴鲁迅故里世茂广场亚朵酒店；绍兴嵊州吾悦广场兴盛街亚朵酒店；绍兴上虞e游小镇亚朵酒店；绍兴镜湖亚朵篮球酒店
330700,金华市,119.649506,29.089524,330000,10,10+,亚朵酒店(金华火车站古子城店)；金华世贸城市广场八一南街亚朵酒店；金华职业大学金帆街亚朵酒店；金华万达广场多湖里亚朵酒店；东阳市中心人民路地铁站亚朵酒店；义乌国际商贸城稠州北路亚朵酒店；义乌国际商贸城诚信大道亚朵酒店；义乌之心绣湖公园亚朵酒店；金华武义古城壶山广场亚朵酒店；义乌国际商贸城全球数贸中心亚朵酒店
330800,衢州市,118.87263,28.941708,330000,7,1-9,衢州站万达广场亚朵酒店；衢州西站体育中心亚朵酒店；衢州江山城南东方广场莲华山大道亚朵酒店；衢州南孔亚朵酒店；衢州水亭门新桥街亚朵酒店；衢州龙游凤翔洲公园荣昌大道亚朵酒店；衢州南孔亚朵酒店西南侧-停车场
330900,舟山市,122.106863,30.016028,330000,8,1-9,亚朵酒店(舟山嵊泗岛沁公园店)；舟山临城新区新城大道亚朵酒店；舟山岱山客运中心长河路亚朵酒店；舟山普陀朱家尖南沙景区亚朵酒店；舟山定海古城解放西路亚朵酒店；舟山普陀半升洞码头亚朵酒店；舟山定海人民南路轻居酒店；舟山普陀半升洞码头亚朵酒店-地下停车场
331000,台州市,121.428599,28.661378,330000,10,10+,台州椒江学院路亚朵酒店；台州市府大道亚朵酒店(市政府店)；台州临海亚朵酒店；台州黄岩永宁亚朵酒店；台州天台客运中心新城广场亚朵酒店；台州椒江体育中心亚朵酒店；台州临海头门港新区吉利广场亚朵酒店；台州临海台州学院柏叶中路亚朵酒店；台州路桥银安街亚朵酒店；温岭耀达万昌中路亚朵酒店
331100,丽水市,119.921786,28.451993,330000,3,1-9,丽水万地广场体育中心亚朵酒店；丽水龙泉青瓷博物馆剑川大道亚朵酒店；复大兴青瓷主题餐厅(亚朵酒店隔壁)
340100,合肥市,117.283042,31.86119,340000,10,10+,合肥瑶海和平路亚朵酒店；合肥南站亚朵酒店；合肥京商商贸城铜陵北路亚朵酒店；合肥高新科学大道亚朵酒店；合肥中央公园上海路亚朵酒店；合肥融创乐园高速滨湖时代广场亚朵酒店；合肥滨湖云谷金融城亚朵酒店；合肥滨湖银泰城云谷路亚朵酒店；合肥庐阳万象汇亚朵酒店；合肥北城万达庐州天街亚朵酒店
340200,芜湖市,118.376451,31.326319,340000,5,1-9,芜湖星悦广场龙湖路亚朵酒店；芜湖火车站安徽工程大学亚朵酒店；芜湖中山路步行街九华中路亚朵酒店；芜湖中山路步行街鸠兹广场亚朵X酒店；芜湖方特乐园政务文化中心轻居酒店
340300,蚌埠市,117.363228,32.939667,340000,3,1-9,蚌埠市中心胜利中路亚朵酒店；亚朵酒店(电商大厦店)；蚌埠张公山东海大道亚朵酒店
340400,淮南市,117.018329,32.647574,340000,2,1-9,淮南火车站商贸文化广场亚朵酒店；神州租车(淮南火车站亚朵酒店自助点)
340500,马鞍山市,118.507906,31.689362,340000,6,1-9,马鞍山市政广场太白大道亚朵酒店；马鞍山市中心东站亚朵酒店；马鞍山市中心东站亚朵酒店(荣璟台店)-地上停车场；马鞍山东站亚朵酒店(荣璟台店)-门前停车场；马鞍山市中心东站亚朵酒店(荣璟台店)地上停车场-出入口；马鞍山东站亚朵酒店(荣璟台店)门前停车场-出入口
340600,淮北市,116.794664,33.971707,340000,2,1-9,淮北政府广场亚朵酒店；亚朵酒店-地下停车场
340700,铜陵市,117.816576,30.929935,340000,2,1-9,铜陵北斗星城北京西路亚朵酒店；特来电充电站(特来电铜陵亚朵酒店充电站)
340800,安庆市,117.043551,30.50883,340000,2,1-9,安庆新城吾悦广场皖江大道亚朵酒店；安庆市政务中心七街亚朵酒店
341000,黄山市,118.317325,29.709239,340000,6,1-9,黄山风景区换乘中心汤口亚朵酒店；黄山风景区南大门换乘中心亚朵酒店；黄山屯溪老街滨江西路亚朵酒店；黄山屯溪新安江畔亚朵酒店；黄山风景区南大门逍遥溪换乘中心亚朵酒店；黄山黟县宏村风景区游客中心亚朵酒店
341100,滁州市,118.316264,32.303627,340000,5,1-9,滁州苏滁高新区时代金街亚朵X酒店；天长千秋大道汽车客运中心亚朵酒店；亚朵火酒店；天长千秋大道汽车客运中心亚朵酒店-地上停车场；天长千秋大道汽车客运中心亚朵酒店地上停车场-出入口
341200,阜阳市,115.819729,32.896969,340000,1,1-9,阜阳颍州万达广场颍州南路亚朵酒店
341300,宿州市,116.984084,33.633891,340000,8,1-9,宿州政务中心银河一路亚朵酒店；宿州万达广场银河四路亚朵酒店；宿州苏宁广场汴河中路亚朵酒店；亚朵酒店-地下停车场；蔚景云充电站(宿州苏宁广场亚朵酒店)；亚朵酒店(宿州万达广场银河四路店)-地上停车场；宿州万达广场银河四路亚朵酒店-地下停车场；亚朵酒店(宿州万达广场银河四路店)地上停车场-出入口
341500,六安市,116.507676,31.752889,340000,2,1-9,六安明珠广场解放中路亚朵酒店；六安火车站星河解放广场亚朵酒店
341600,亳州市,115.782939,33.869338,340000,1,1-9,亳州亿都国际商城芍花路亚朵酒店
